,Stock,Belongs,Number of Trades,Profit,Profit %,Profit Factor,BUY,SELL,CLOSE BUY,CLOSE SELL,Last Close
0,MOH,.SPX,8,246.79,50.0,3.112,False,True,False,False,310.44
1,SPG,.SPX,13,115.86,38.462,1.435,True,False,False,False,114.91
