,Stock,Belongs,Number of Trades,Profit,Profit %,Profit Factor,BUY,SELL,CLOSE BUY,CLOSE SELL,Last Close
0,BKNG,.NDX.SPX,16.0,8.22,12.5,1.07,0.0,1.0,0.0,0.0,3073.89
1,EXC,.NDX.SPX,13.0,23.164,30.769,1.13,0.0,0.0,0.0,1.0,40.0
2,IFF,.SPX,12.0,58.04,41.667,1.426,0.0,0.0,0.0,1.0,66.99
3,NOC,.SPX,3.0,8.11,33.333,1.197,1.0,0.0,0.0,0.0,437.73
