,Stock,Belongs,Number of Trades,Profit,Profit %,Profit Factor,BUY,SELL,CLOSE BUY,CLOSE SELL,Last Close
0,ANET,.SPX,16.0,393.195,50.0,2.532,0.0,1.0,0.0,0.0,179.19
1,MKTX,.SPX,12.0,147.97,41.667,1.991,0.0,0.0,1.0,0.0,245.3
