,Stock,Belongs,Number of Trades,Profit,Profit %,Profit Factor,BUY,SELL,CLOSE BUY,CLOSE SELL,Last Close
0,AON,.SPX,17.0,236.46,41.176,1.943,1.0,0.0,0.0,0.0,322.26
1,APD,.SPX,12.0,135.88,41.667,2.27,0.0,0.0,0.0,1.0,290.73
