,Stock,Belongs,Number of Trades,Profit,Profit %,Profit Factor,BUY,SELL,CLOSE BUY,CLOSE SELL,Last Close
0,FICO,.SPX,15,121.59,20.0,1.553,False,True,False,False,1222.38
1,KMX,.SPX,8,297.94,37.5,1.868,False,False,False,True,72.95
