,Stock,Belongs,Number of Trades,Profit,Profit %,Profit Factor,BUY,SELL,CLOSE BUY,CLOSE SELL
0,D,.SPX,7.0,58.15,42.857,1.871,0.0,1.0,0.0,0.0
1,ES,.SPX,10.0,24.11,40.0,1.28,0.0,1.0,0.0,0.0
2,EVRG,.SPX,11.0,296.91,36.364,3.592,0.0,1.0,0.0,0.0
3,INVH,.SPX,15.0,120.54,40.0,1.473,0.0,1.0,0.0,0.0
4,LHX,.SPX,9.0,209.86,55.556,10.729,0.0,1.0,0.0,0.0
5,OXY,.SPX,5.0,635.86,60.0,6.215,0.0,1.0,0.0,0.0
6,PEG,.SPX,9.0,114.54,44.444,2.623,0.0,1.0,0.0,0.0
7,WRB,.SPX,11.0,100.773,27.273,1.665,0.0,0.0,0.0,1.0
