,Stock,Belongs,Number of Trades,Profit,Profit %,Profit Factor,BUY,SELL,CLOSE BUY,CLOSE SELL,Last Close
0,AON,.SPX,17.0,236.46,41.176,1.943,1.0,0.0,0.0,0.0,321.28
1,XOM,.SPX,7.0,103.4,42.857,1.976,0.0,1.0,0.0,0.0,106.34
