,Stock,Belongs,Number of Trades,Profit,Profit %,Profit Factor,BUY,SELL,CLOSE BUY,CLOSE SELL,Last Close
0,DXCM,.NDX.SPX,16.0,105.058,25.0,1.312,0.0,0.0,0.0,1.0,113.27
1,EMN,.SPX,13.0,248.03,53.846,3.281,0.0,0.0,0.0,1.0,85.66
2,NTRS,.SPX,9.0,51.13,55.556,1.525,0.0,0.0,0.0,1.0,79.78
3,ROST,.NDX.SPX,10.0,11.2,30.0,1.051,0.0,0.0,0.0,1.0,113.88
