,,,,,,,,,,,,,,,,,,,,"1,000.00",,,,,,
,No. of Trades in 4 years,Profit,Profit %,Profit Factor,BUY,SELL,CLOSE BUY,CLOSE SELL,Open,Price,Close,Price,Current,Status,Result,Profit,Selected,Profit Trades,Change,Shares,,Completed trade,Total profit,Profit %,Profit % per month,Winning %
CRWD,12,60.17,25.00,1.15,,2023/10/22,,2023/11/1,22/10,179.08,01/11,176.77,255.63,Completed,Profit,11.55,,TRUE,-2.31,5.00,,,,,,
AMGN,8,111.80,50.00,2.01,,2023/10/22,,2023/11/2,22/10,273.06,02/11,260.84,284.16,Completed,Profit,36.66,,TRUE,-12.22,3.00,,,,,,
MOH,11,213.94,36.36,2.43,,2023/10/22,,2023/11/2,22/10,344.64,02/11,336.83,358.38,Completed,Profit,15.62,,TRUE,-7.81,2.00,,,,,,
UNH,6,8.34,33.33,1.09,,2023/10/23,,2023/10/31,23/10,521.57,31/10,529.99,520.31,Completed,Loss,(8.42),,FALSE,8.42,1.00,,,,,,
CNC,11,44.63,36.36,1.20,,2023/10/24,,2023/11/6,24/10,70.86,06/11,71.84,73.34,Completed,Loss,(13.72),,FALSE,0.98,14.00,,,,,,
IBM,10,113.24,40.00,2.67,2023/10/30,,2023/11/29,,30/10,142.63,29/11,155.65,162.14,Completed,Profit,91.14,,TRUE,13.02,7.00,,,,,,
INTC,10,178.26,40.00,1.98,2023/10/30,,2023/11/21,,30/10,35.69,21/11,44.74,48,Completed,Profit,253.40,,TRUE,9.05,28.00,,,,,,
NKE,11,43.35,36.36,1.34,,2023/10/29,,2023/10/30,29/10,101.8,30/10,101.8,108.04,Completed,Loss,0.00,,FALSE,0,9.00,,,,,,
EMN,13,247.07,53.85,3.25,2023/10/30,,2023/12/4,,30/10,75.19,04/12,84.88,89.73,Completed,Profit,125.97,,TRUE,9.69,13.00,,,,,,
NUE,9,54.99,33.33,1.22,2023/10/30,,2023/12/4,,30/10,148.95,04/12,167.4,178.06,Completed,Profit,110.70,,TRUE,18.45,6.00,,,,,,
PRU,9,33.68,55.56,1.34,2023/10/31,,2023/11/24,,31/10,90.68,24/11,95.74,103.54,Completed,Profit,55.66,,TRUE,5.06,11.00,,,,,,
ADSK,12,37.58,25.00,1.14,2023/11/1,,2023/11/22,,01/11,197.63,22/11,217.67,242.76,Completed,Profit,100.20,,TRUE,20.04,5.00,,,,,,
BAC,14,204.76,42.86,1.99,2023/11/1,,2023/12/5,,01/11,26.34,05/12,30.82,33.43,Completed,Profit,165.76,,TRUE,4.48,37.00,,,,,,
FDX,10,24.89,10.00,1.10,2023/11/1,,2023/11/9,,01/11,240.1,09/11,245.37,248.03,Completed,Profit,21.08,,TRUE,5.27,4.00,,,,,,
