,Stock,Belongs,Number of Trades,Profit,Profit %,Profit Factor,BUY,SELL,CLOSE BUY,CLOSE SELL,Last Close
0,KDP,.NDX.SPX,9,74.67,33.333,2.228,False,False,False,True,32.83
1,KMX,.SPX,8,297.94,37.5,1.868,False,True,False,False,76.52
2,NKE,.SPX.DJI,11,5.15,36.364,1.031,False,True,False,False,108.04
3,PAYX,.NDX.SPX,14,34.47,42.857,1.18,False,True,False,False,119.86
4,WMB,.SPX,12,429.66,41.667,3.425,False,False,False,True,35.14
